,name,host_id,host_name,host_location,latitude,longitude,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,amenities,first_review,last_review,license,hosts_time_as_user_years,hosts_time_as_host_years,host_listings_count,accommodates,bathrooms,bedrooms,beds,reviews_per_month,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count
14767,Cozy apartment in the center of Barcelona,104441575,Atirova,"Barcelona, Spain",41.38139,2.15828,t,t,t,Sant Antoni,Eixample,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""Heat pump"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Outdoor dining area"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Backyard"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Books and reading material"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCNT00000806700014513300000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,9.0,3.0,7.0,2.0,1.0,1.0,1.0,0.0,72.59,32.0,365.0,365.0,32.0,365.0,0,27,27,223,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,5.0
14768,Economy room for 3,697894785,Roberto Carlos,"Barcelona, Spain",41.3770644,2.1669499,f,t,t,el Raval,Ciutat Vella,Private room in home,Private room,"[""Wifi"", ""Kitchen"", ""TV"", ""Exterior security cameras on property"", ""First aid kit"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Smoke alarm""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU0AD10806700043751100000000000000HUTB-064079-810<br /><br />Barcelona - Regional registration number<br />HUTB-768909,1.0,0.0,15.0,3.0,1.0,1.0,1.0,0.0,125.0,2.0,365.0,365.0,2.0,365.0,6,12,33,301,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,14.0
14769,GR2 Habitación doble plaza Espanya,424664015,Ramon,No especificado,41.37024542591298,2.1434377624368732,f,t,t,la Font de la Guatlla,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-05-30,2026-06-11,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-726173,4.0,3.0,20.0,2.0,1.0,1.0,1.0,3.0,92.0,1.0,365.0,365.0,1.0,365.0,30,37,37,37,3.0,3.0,3.0,0.0,18,1656.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,11.0
14770,Bright apartment in Barcelona,390770038,Ezequiel,"Barcelona, Spain",41.39381103205911,2.1843913949008584,f,t,t,el Fort Pienc,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Private entrance"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""TV"", ""Toaster"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Fire extinguisher"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Iron""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCNT00000805400040863400000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,5.0,5.0,50.0,4.0,2.0,3.0,3.0,0.0,145.87,31.0,90.0,90.0,31.0,90.0,27,57,87,98,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,12.0
14771,GR4 Habitación doble Plaza Espanya,424664015,Ramon,No especificado,41.36885014883742,2.1414701252426607,f,t,t,la Font de la Guatlla,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-06-13,2026-06-13,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-838361,4.0,3.0,20.0,2.0,1.0,1.0,1.0,1.0,109.0,1.0,365.0,365.0,1.0,365.0,29,59,68,68,1.0,1.0,1.0,0.0,6,654.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0
14772,GR1 Habitación centro,424664015,Ramon,No especificado,41.369237209361096,2.1417441474340855,f,t,t,la Font de la Guatlla,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-05-27,2026-06-18,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-836153,4.0,3.0,20.0,2.0,1.0,1.0,1.0,4.0,92.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,4.0,4.0,4.0,0.0,24,2208.0,4.5,4.8,4.5,4.75,4.9,4.8,4.0,11.0
14773,Gran Habitación con aire acondicionado,31538271,Hola Barcelona,"Barcelona, Spain",41.38151,2.18109,f,t,t,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,"[""Refrigerator"", ""Wifi"", ""Air conditioning"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Freezer"", ""Shampoo"", ""Oven"", ""Dedicated workspace"", ""Essentials"", ""Microwave""]",2026-06-05,2026-06-05,Spain - National registration number<br />ESFCTU00000806100065497200000000000000000000000000003<br /><br />Barcelona - Regional registration number<br />HUTB-061033,11.0,11.0,66.0,2.0,1.0,1.0,1.0,1.0,122.5,2.0,365.0,365.0,2.0,365.0,14,33,59,334,1.0,1.0,1.0,0.0,6,735.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,22.0
14774,Habitacion con ventana en el Born,31538271,Hola Barcelona,"Barcelona, Spain",41.38336,2.18136,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,"[""Refrigerator"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Freezer"", ""Shampoo"", ""Ceiling fan"", ""Dishes and silverware"", ""Oven"", ""Toaster"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Microwave"", ""Long term stays allowed""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00000807500097921600000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />HUTB-061035,11.0,11.0,66.0,2.0,1.0,1.0,1.0,0.0,120.5,2.0,365.0,365.0,2.0,365.0,11,21,38,307,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14775,Habitación luminosa y espaciosa,31538271,Hola Barcelona,"Barcelona, Spain",41.3831,2.18047,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,"[""Refrigerator"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Freezer"", ""Shampoo"", ""Ceiling fan"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Microwave""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00000829100003499800000000000000000000000000071<br /><br />Barcelona - Regional registration number<br />HUTB-061054,11.0,11.0,66.0,2.0,1.0,1.0,1.0,0.0,125.0,2.0,365.0,365.0,2.0,365.0,9,22,33,296,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14776,Habitación en travessera  con Aricon y ventana,31538271,Hola Barcelona,"Barcelona, Spain",41.4062,2.16672,f,t,t,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,"[""Refrigerator"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Hot water""]",2026-06-09,2026-06-09,Spain - National registration number<br />ESFCTU00000807500041316200000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />HUTB-061044,11.0,11.0,66.0,2.0,3.0,1.0,1.0,1.0,143.0,1.0,365.0,365.0,1.0,365.0,21,51,81,356,1.0,1.0,1.0,0.0,6,858.0,4.7,4.8,4.8,4.8,4.9,5.0,4.6,22.0
14777,Habitación doble con ventana y aire acondicionado,31538271,Hola Barcelona,"Barcelona, Spain",41.40295,2.159,f,t,t,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,"[""Stove"", ""Refrigerator"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Microwave""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00000806700047861300000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />HUTB-061028,11.0,11.0,66.0,2.0,3.0,1.0,1.0,0.0,163.0,1.0,365.0,365.0,1.0,365.0,27,57,87,362,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14778,Chic apartment in poblenou,31538271,Hola Barcelona,"Barcelona, Spain",41.40300903119741,2.2050493256099433,f,t,t,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Bed linens"", ""Wifi"", ""Hot water kettle"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Freezer"", ""Dishes and silverware"", ""Oven"", ""Portable fans"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Beach access"", ""Microwave""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00000813800071950300000000000000000000000000002<br /><br />Barcelona - Regional registration number<br />HUTB-061021,11.0,11.0,66.0,3.0,1.0,2.0,2.0,0.0,261.0,1.0,365.0,365.0,2.0,365.0,4,14,36,269,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14779,Habitación individual con aircon y ventana,31538271,Hola Barcelona,"Barcelona, Spain",41.40237,2.15903,f,t,t,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,"[""Stove"", ""Refrigerator"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Hot water"", ""Microwave""]",2026-05-31,2026-05-31,Spain - National registration number<br />ESFCTU00000807300018324900000000000000000000000000008<br /><br />Barcelona - Regional registration number<br />HUTB-061029,11.0,11.0,66.0,1.0,3.0,1.0,1.0,1.0,140.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,1.0,1.0,1.0,0.0,6,840.0,4.7,4.8,4.8,5.0,5.0,5.0,4.6,22.0
14780,Habitación céntrica con aircon y ventana,31538271,Hola Barcelona,"Barcelona, Spain",41.40161434893025,2.1592533147930513,f,t,t,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,"[""Stove"", ""Refrigerator"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Microwave""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00000805900069241800000000000000000000000000003<br /><br />Barcelona - Regional registration number<br />HUTB-061025,11.0,11.0,66.0,2.0,3.0,1.0,1.0,0.0,132.0,1.0,365.0,365.0,1.0,365.0,6,18,34,305,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14781,Habitación con Luz natural aircon y ventana,31538271,Hola Barcelona,"Barcelona, Spain",41.40546,2.16447,f,t,t,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,"[""Stove"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Oven"", ""Cooking basics"", ""Hot water"", ""Microwave""]",2026-06-09,2026-06-09,Spain - National registration number<br />ESFCTU00000806100015893400000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />HUTB-061024,11.0,11.0,66.0,2.0,3.0,1.0,1.0,1.0,140.0,1.0,365.0,365.0,1.0,365.0,9,28,44,315,1.0,1.0,1.0,0.0,6,840.0,4.7,4.8,4.8,4.8,5.0,5.0,4.6,22.0
14782,Habitación Doble en Montjuic baño en suite,31538271,Hola Barcelona,"Barcelona, Spain",41.36977114295782,2.145982178526037,f,t,t,la Font de la Guatlla,Sants-Montjuïc,Private room in rental unit,Private room,"[""Refrigerator"", ""Bed linens"", ""Shower gel"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Freezer"", ""Shampoo"", ""Oven"", ""Dishes and silverware"", ""Cooking basics"", ""Essentials"", ""Bathtub"", ""Hot water"", ""Microwave"", ""Bidet""]",2026-06-02,2026-06-08,Spain - National registration number<br />ESFCTU00000876400003486700000000000000000000000000054<br /><br />Barcelona - Regional registration number<br />HUTB-061053,11.0,11.0,66.0,2.0,1.0,1.0,1.0,2.0,146.0,1.0,365.0,365.0,1.0,365.0,19,49,67,329,2.0,2.0,2.0,0.0,12,1752.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0
14783,Room in shared apartment with aircon and window,31538271,Hola Barcelona,"Barcelona, Spain",41.37815,2.16247,f,t,t,Sant Antoni,Eixample,Private room in rental unit,Private room,"[""Long term stays allowed"", ""Air conditioning"", ""Freezer"", ""Coffee maker"", ""Hot water kettle"", ""Iron"", ""Hot water"", ""Cooking basics"", ""Oven"", ""Wifi"", ""Stove"", ""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Bathtub"", ""Essentials"", ""Microwave"", ""Bed linens""]",2026-05-30,2026-06-11,Sin licencia registrada,11.0,11.0,66.0,2.0,1.0,1.0,2.0,2.65,135.0,2.0,365.0,365.0,2.0,365.0,11,33,48,301,3.0,3.0,2.0,0.0,18,2430.0,4.33,4.33,4.33,4.67,5.0,5.0,4.0,22.0
14784,Comfortable and spacious room in Poble Sec,31538271,Hola Barcelona,"Barcelona, Spain",41.3761,2.16291,f,t,t,Sant Antoni,Eixample,Private room in rental unit,Private room,"[""Air conditioning"", ""Freezer"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Iron"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Microwave"", ""Essentials""]",2026-05-31,2026-06-14,Spain - National registration number<br />ESFCTU00000805900013287500000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />HUTB-061031,11.0,11.0,66.0,2.0,1.0,1.0,2.0,2.73,131.0,2.0,365.0,365.0,2.0,365.0,14,35,50,314,3.0,3.0,2.0,0.0,18,2358.0,4.33,4.67,5.0,4.67,4.67,5.0,4.0,22.0
14785,Habitación con Aire acondicionado y ventana,31538271,Hola Barcelona,"Barcelona, Spain",41.40644932279819,2.1653532263857422,f,t,t,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,"[""Stove"", ""Refrigerator"", ""Bed linens"", ""Air conditioning"", ""Wifi"", ""Hot water kettle"", ""Kitchen"", ""Hair dryer"", ""Iron"", ""Cooking basics"", ""Hot water"", ""Microwave""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU00008057200432984500000000000000000000000000006<br /><br />Barcelona - Regional registration number<br />HUTB-061026,11.0,11.0,66.0,2.0,3.0,1.0,1.0,0.0,168.0,1.0,365.0,365.0,1.0,365.0,20,50,80,355,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,22.0
14786,Best-Value Studio 1 Minute from Barceloneta Beach,82547989,Joonas,"Barcelona, Spain",41.37701906871538,2.1907309790450387,f,t,t,la Barceloneta,Ciutat Vella,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Freezer"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Window guards"", ""Wine glasses"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Essentials""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />HUTB-226588,9.0,8.0,4.0,2.0,1.0,1.0,1.0,0.0,147.5,1.0,365.0,365.0,2.0,365.0,5,14,31,36,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,3.0
14787,Stylish Apartment in Vibrant El Born,82547989,Joonas,"Barcelona, Spain",41.38510092508156,2.1837577009987177,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials""]",2026-05-30,2026-06-15,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />HUTB-150199,9.0,8.0,4.0,2.0,1.0,1.0,1.0,0.3,168.0,2.0,365.0,365.0,2.0,365.0,11,35,57,57,6.0,6.0,0.0,0.0,36,6048.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14788,Habitación sugundaria,1690627140679620999,Ferreras,No especificado,41.4180219,2.188624,f,t,t,Navas,Sant Andreu,Private room in rental unit,Private room,"[""Refrigerator"", ""Wifi"", ""Kitchen"", ""Freezer"", ""Shampoo"", ""Wine glasses"", ""Blender"", ""Extra pillows and blankets"", ""Body soap"", ""Elevator"", ""Hot water"", ""Long term stays allowed""]",2026-06-08,2026-06-22,Spain - National registration number<br />ESLLLLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX<br /><br />Barcelona - Regional registration number<br />HUTB-246789,0.0,0.0,3.0,2.0,1.0,1.0,1.0,4.0,63.0,1.0,31.0,31.0,1.0,31.0,2,6,12,272,4.0,4.0,4.0,0.0,24,1512.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14789,Cozy 1 Bedroom Apartment,546777403,Carlos,No especificado,41.3727964,2.1560998,t,t,t,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,"[""Private entrance"", ""Coffee maker: espresso machine"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee"", ""Other electric stove"", ""Crib - available upon request"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Bread maker"", ""Clothing storage"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Keypad"", ""Essentials"", ""Conditioner""]",2026-05-30,2026-06-23,Barcelona - Regional registration number<br />HUTB-076711<br /><br />Spain - National registration number<br />ESFCTU000008069000410334000000000000000HUTB-076711794,2.0,2.0,7.0,3.0,1.0,1.0,2.0,0.3,245.0,1.0,30.0,30.0,1.0,30.0,9,15,15,15,13.0,13.0,0.0,0.0,78,19110.0,5.0,5.0,5.0,5.0,5.0,5.0,4.85,7.0
14790,Central Room | Private Bath | Balcony,148094928,Cristian,"Timișoara, Romania",41.37869,2.16629,t,t,t,el Raval,Ciutat Vella,Private room in rental unit,Private room,"[""Wifi"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Dedicated workspace"", ""Washer""]",2026-05-30,2026-06-07,Spain - National registration number<br />ESLLLLXXXXXXXXXXXXXXXXXXXXXXXX123XXXXXXXXXXXXXXXXXXXX<br /><br />Barcelona - Regional registration number<br />HUTB-123456,8.0,6.0,12.0,2.0,1.5,1.0,1.0,3.0,129.0,1.0,365.0,365.0,2.0,365.0,7,23,46,73,3.0,3.0,3.0,0.0,18,2322.0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,4.0
14791,AAVL Apartamento para 2,444617574,David,No especificado,41.378688647115126,2.1509727648783756,t,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Wifi"", ""Air conditioning"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2026-06-09,2026-06-10,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-836384,4.0,3.0,9.0,2.0,1.0,1.0,1.0,2.0,169.0,1.0,365.0,365.0,1.0,365.0,30,60,71,71,2.0,2.0,2.0,0.0,12,2028.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0
14792,AD3 Habitación doble,339646588,Emilio,No especificado,41.37330877937512,2.1640688203185823,f,t,t,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Cleaning products"", ""Iron"", ""Essentials"", ""Beach access""]",2026-05-31,2026-06-20,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-837371,6.0,6.0,17.0,2.0,1.0,1.0,1.0,3.0,83.0,1.0,365.0,365.0,1.0,365.0,24,54,84,92,3.0,3.0,3.0,0.0,18,1494.0,4.7,4.8,4.67,4.8,4.67,4.67,4.6,9.0
14793,AD4 Habitacion para 2,339646588,Emilio,No especificado,41.37171,2.16231,f,t,t,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Cleaning products"", ""Iron"", ""Essentials"", ""Beach access""]",2026-05-29,2026-06-07,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-847372,6.0,6.0,17.0,2.0,1.0,1.0,1.0,3.0,99.0,1.0,365.0,365.0,1.0,365.0,21,28,28,28,3.0,3.0,3.0,0.0,18,1782.0,4.67,4.67,5.0,5.0,5.0,5.0,4.67,9.0
14794,PG3 Habitación individual en Barcelona,339646588,Emilio,No especificado,41.37190871408218,2.1428417459778113,f,t,t,Hostafrancs,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Laundromat nearby"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-06-03,2026-06-08,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-837362,6.0,6.0,17.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,365.0,365.0,1.0,365.0,25,55,70,70,2.0,2.0,2.0,0.0,12,1188.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,9.0
